lat,lon,pfz,sst,chlorophyll,boats,label
13.2536,74.6192,1,26.15,0.752,16,SAFE
13.3372,74.6261,1,27.47,0.661,34,SAFE
14.8671,74.0177,0,30.27,0.348,78,OVERFISHED
14.5628,74.1936,1,27.38,0.738,30,SAFE
12.8661,74.73,1,27.43,0.756,30,SAFE
13.0436,74.7353,1,28.83,0.625,28,SAFE
13.891,74.2001,0,29.35,0.346,54,OVERFISHED
14.2633,74.3592,1,28.53,0.751,20,SAFE
12.9769,74.7456,1,27.1,0.737,41,OVERFISHED
13.6108,74.5237,0,30.4,0.36,68,OVERFISHED
14.0172,74.4108,1,27.98,0.701,67,OVERFISHED
14.4583,74.2697,1,28.19,0.714,54,OVERFISHED
13.7272,74.5644,1,26.76,0.776,52,OVERFISHED
12.8661,74.73,1,26.65,0.645,11,SAFE
12.8661,74.73,1,26.27,0.701,21,SAFE
13.3629,74.2421,0,29.03,0.341,31,OVERFISHED
13.4758,74.5764,1,28.21,0.632,27,SAFE
13.2536,74.6192,1,28.28,0.793,64,OVERFISHED
13.0764,74.7275,1,27.91,0.634,15,SAFE
14.8344,74.0117,1,28.05,0.634,51,OVERFISHED
13.5256,74.6225,1,28.32,0.735,19,SAFE
14.1644,74.3433,1,28.21,0.736,23,SAFE
13.229,74.3176,0,29.53,0.232,26,OVERFISHED
14.8017,74.0342,1,27.06,0.676,19,SAFE
13.0764,74.7275,1,26.66,0.612,17,SAFE
14.3167,74.3389,1,27.61,0.637,19,SAFE
14.2878,74.6742,0,29.32,0.302,54,OVERFISHED
12.9769,74.7456,1,28.76,0.736,57,OVERFISHED
14.5628,74.1936,1,27.77,0.687,73,OVERFISHED
14.2931,74.3494,1,27.35,0.624,61,OVERFISHED
14.4583,74.2697,1,28.81,0.79,26,SAFE
13.2916,74.3945,0,30.48,0.391,18,OVERFISHED
13.3372,74.6261,1,28.91,0.77,54,OVERFISHED
13.3372,74.6261,1,27.64,0.604,79,OVERFISHED
14.8344,74.0117,1,27.01,0.754,14,SAFE
12.9278,74.7439,1,27.42,0.729,77,OVERFISHED
14.2633,74.3592,1,28.77,0.759,38,SAFE
13.7272,74.5644,1,28.94,0.789,40,SAFE
14.3167,74.3389,1,27.89,0.689,32,SAFE
14.3167,74.3389,1,28.24,0.761,19,SAFE
14.2633,74.3592,1,28.02,0.788,17,SAFE
13.4758,74.5764,1,28.62,0.695,68,OVERFISHED
14.3701,74.6923,0,30.36,0.391,80,OVERFISHED
13.0764,74.7275,1,28.1,0.635,35,SAFE
13.6606,74.455,1,26.46,0.794,27,SAFE
14.3167,74.3389,1,26.98,0.698,32,SAFE
14.8344,74.0117,1,27.85,0.747,36,SAFE
14.4989,74.2578,1,28.48,0.712,61,OVERFISHED
14.8017,74.0342,1,28.57,0.633,35,SAFE
12.9278,74.7439,1,26.2,0.796,21,SAFE
14.4261,74.4467,0,29.44,0.235,53,OVERFISHED
14.1928,74.3286,1,26.29,0.72,74,OVERFISHED
14.8661,74.0299,0,29.5,0.321,63,OVERFISHED
12.9278,74.7439,1,26.99,0.66,64,OVERFISHED
14.473,74.0366,0,30.35,0.247,12,OVERFISHED
12.9769,74.7456,1,27.09,0.616,31,SAFE
13.6175,74.5944,1,26.52,0.644,66,OVERFISHED
13.0764,74.7275,1,28.25,0.685,13,SAFE
13.2602,74.537,0,30.08,0.208,47,OVERFISHED
13.6175,74.5944,1,28.95,0.641,13,SAFE
12.9769,74.7456,1,27.46,0.645,40,SAFE
13.2869,74.6156,1,26.58,0.782,27,SAFE
