lat,lon,pfz,sst,chlorophyll,boats,label
13.1283,80.4628,1,27.74,0.666,37,SAFE
8.3836,74.8956,0,29.96,0.24,22,OVERFISHED
13.6176,77.6103,0,30.33,0.238,72,OVERFISHED
11.9936,80.1783,1,26.17,0.778,57,OVERFISHED
11.4164,80.8041,0,30.1,0.369,31,OVERFISHED
13.6742,74.1667,1,28.37,0.629,38,SAFE
9.6156,75.7725,1,27.27,0.614,57,OVERFISHED
12.9115,79.6147,0,30.59,0.391,21,OVERFISHED
7.6819,77.5383,1,28.68,0.791,51,OVERFISHED
14.9058,80.1915,0,30.38,0.309,72,OVERFISHED
9.6039,75.8108,1,28.33,0.673,67,OVERFISHED
7.4362,78.7568,0,29.8,0.208,45,OVERFISHED
8.6628,78.4306,1,28.47,0.626,54,OVERFISHED
11.5583,77.5096,0,29.26,0.245,20,OVERFISHED
9.6542,75.6583,1,26.42,0.772,32,SAFE
9.1714,76.0206,1,28.63,0.642,63,OVERFISHED
7.9733,76.6661,1,26.97,0.71,37,SAFE
9.6722,75.9647,1,28.66,0.761,36,SAFE
9.6075,75.8894,1,27.23,0.673,45,OVERFISHED
11.0672,80.2561,1,26.9,0.604,70,OVERFISHED
9.4066,74.8543,0,30.85,0.218,73,OVERFISHED
7.6506,77.4803,1,27.6,0.676,25,SAFE
8.0828,78.0856,1,28.27,0.729,63,OVERFISHED
8.0967,76.6264,1,26.67,0.74,25,SAFE
9.445,77.3941,0,30.13,0.247,11,OVERFISHED
7.4694,77.4192,1,28.23,0.734,27,SAFE
11.0057,77.6802,0,29.45,0.29,68,OVERFISHED
12.4464,80.4953,1,27.72,0.793,19,SAFE
12.4933,80.4728,1,26.23,0.692,59,OVERFISHED
14.0289,74.1794,0,30.9,0.238,37,OVERFISHED
11.0661,73.431,0,29.33,0.291,41,OVERFISHED
7.9336,76.6847,1,26.65,0.705,11,SAFE
11.7144,74.8094,1,27.04,0.65,54,OVERFISHED
13.3981,78.5736,0,29.07,0.384,75,OVERFISHED
12.9391,74.4461,0,29.66,0.329,73,OVERFISHED
14.5608,73.8736,1,27.2,0.682,51,OVERFISHED
10.7364,78.2229,0,30.02,0.246,19,OVERFISHED
10.7656,75.5275,1,26.95,0.69,12,SAFE
14.6164,74.0383,0,30.52,0.382,73,OVERFISHED
12.8412,78.6434,0,29.03,0.383,30,OVERFISHED
10.0786,79.2393,0,30.04,0.325,13,OVERFISHED
9.2539,75.9583,1,28.04,0.799,21,SAFE
12.6486,80.4333,1,26.02,0.798,57,OVERFISHED
12.8019,80.4775,1,27.13,0.663,14,SAFE
11.9103,77.7239,0,29.41,0.257,74,OVERFISHED
13.1372,80.4644,1,26.73,0.615,30,SAFE
8.7589,76.2536,1,26.29,0.683,43,OVERFISHED
15.0704,78.2442,0,30.77,0.33,40,OVERFISHED
8.4738,78.6326,0,30.23,0.266,69,OVERFISHED
9.7429,80.244,0,29.28,0.365,53,OVERFISHED
10.7903,75.5314,1,28.26,0.681,72,OVERFISHED
7.2362,78.0455,0,30.37,0.299,67,OVERFISHED
8.1467,76.6614,1,28.34,0.728,16,SAFE
15.0576,74.5229,0,29.41,0.24,69,OVERFISHED
9.1333,76.4706,0,30.59,0.348,34,OVERFISHED
10.155,77.5945,0,30.33,0.356,75,OVERFISHED
7.885,77.7319,1,26.69,0.647,15,SAFE
9.1511,76.0131,1,26.81,0.769,26,SAFE
9.1309,73.8924,0,30.19,0.262,48,OVERFISHED
9.4025,75.473,0,30.84,0.213,56,OVERFISHED
13.5006,74.3119,1,28.07,0.613,42,OVERFISHED
7.6607,75.4776,0,29.96,0.392,55,OVERFISHED
8.1712,73.7288,0,30.89,0.331,35,OVERFISHED
12.4625,78.1515,0,29.06,0.372,78,OVERFISHED
11.4613,77.4632,0,29.69,0.298,12,OVERFISHED
15.026,78.8201,0,29.01,0.323,20,OVERFISHED
12.7705,78.8012,0,29.36,0.248,17,OVERFISHED
10.6997,80.1409,0,30.37,0.355,12,OVERFISHED
12.7983,76.9165,0,30.07,0.388,59,OVERFISHED
9.1234,77.9285,0,29.18,0.211,48,OVERFISHED
8.9406,78.6817,1,26.22,0.693,63,OVERFISHED
10.2339,80.0961,1,27.37,0.725,80,OVERFISHED
12.7528,80.4789,1,26.42,0.688,37,SAFE
11.0561,75.3283,1,28.63,0.733,77,OVERFISHED
13.6612,76.9222,0,29.74,0.308,40,OVERFISHED
8.2367,78.1658,1,26.97,0.787,35,SAFE
8.1183,76.6289,1,28.22,0.668,10,SAFE
10.8675,80.3353,1,26.17,0.736,59,OVERFISHED
8.6931,76.2417,1,27.66,0.657,14,SAFE
9.9457,79.186,0,30.13,0.257,60,OVERFISHED
7.983,79.747,0,30.13,0.294,60,OVERFISHED
7.7072,78.1701,0,30.57,0.265,52,OVERFISHED
15.0954,76.1619,0,29.64,0.358,71,OVERFISHED
10.9844,80.5259,0,29.15,0.219,79,OVERFISHED
11.6931,79.5611,0,29.72,0.38,49,OVERFISHED
14.2512,78.179,0,29.07,0.31,37,OVERFISHED
7.218,79.0328,0,30.48,0.29,72,OVERFISHED
12.8196,80.5991,0,30.08,0.352,33,OVERFISHED
12.1758,74.8583,1,28.96,0.664,44,OVERFISHED
9.9439,76.3224,0,29.24,0.274,55,OVERFISHED
10.9869,75.3294,1,28.6,0.627,68,OVERFISHED
8.5653,78.4603,1,26.88,0.672,38,SAFE
11.8928,80.4699,0,29.08,0.28,47,OVERFISHED
7.9564,77.9353,1,27.23,0.611,76,OVERFISHED
8.8664,76.1869,1,27.68,0.686,56,OVERFISHED
8.0311,76.6353,1,28.45,0.636,68,OVERFISHED
7.0241,73.9695,0,29.79,0.287,53,OVERFISHED
13.2512,77.0062,0,29.66,0.316,75,OVERFISHED
13.6601,79.8825,0,30.97,0.358,19,OVERFISHED
9.4346,74.3626,0,29.02,0.399,49,OVERFISHED
11.8075,80.1469,1,27.74,0.624,46,OVERFISHED
11.785,80.1283,1,28.58,0.641,39,SAFE
9.4751,78.3946,0,29.45,0.292,76,OVERFISHED
12.4396,79.8566,0,29.15,0.308,55,OVERFISHED
7.3281,74.2103,0,29.51,0.206,68,OVERFISHED
8.9906,78.8683,1,26.79,0.643,23,SAFE
8.0528,76.6306,1,28.1,0.74,32,SAFE
12.1017,80.2728,1,26.45,0.789,79,OVERFISHED
9.12,80.529,0,30.04,0.249,51,OVERFISHED
7.5978,77.4408,1,27.19,0.752,55,OVERFISHED
11.6047,80.125,1,26.91,0.661,66,OVERFISHED
14.4504,76.9114,0,29.25,0.234,27,OVERFISHED
11.7964,74.8236,1,26.91,0.76,19,SAFE
11.6581,77.3327,0,30.15,0.335,30,OVERFISHED
10.4228,75.8304,0,30.1,0.308,23,OVERFISHED
12.3631,77.2555,0,30.79,0.343,24,OVERFISHED
11.4186,74.8356,1,28.39,0.656,11,SAFE
12.9503,80.4681,1,28.23,0.619,26,SAFE
9.9702,75.9424,0,29.02,0.341,72,OVERFISHED
12.2244,80.3217,1,28.86,0.625,16,SAFE
14.327,78.9432,0,30.6,0.23,36,OVERFISHED
10.8388,80.414,0,29.1,0.238,21,OVERFISHED
12.7692,80.4797,1,28.63,0.742,32,SAFE
8.9382,78.5607,0,30.01,0.224,70,OVERFISHED
10.2573,81.0145,0,30.24,0.235,41,OVERFISHED
10.9239,75.3,1,28.89,0.768,12,SAFE
12.2194,74.8033,1,26.43,0.673,65,OVERFISHED
10.8958,75.2789,1,27.56,0.703,74,OVERFISHED
9.08,75.9653,1,28.86,0.635,69,OVERFISHED
10.4417,75.3953,1,28.2,0.649,31,SAFE
10.9269,80.3286,1,26.47,0.66,17,SAFE
10.8839,75.5669,1,26.78,0.734,80,OVERFISHED
10.4169,75.5961,1,28.75,0.638,54,OVERFISHED
13.5814,77.0507,0,29.66,0.359,57,OVERFISHED
9.5032,77.5706,0,29.54,0.39,40,OVERFISHED
7.9917,75.3059,0,29.83,0.344,40,OVERFISHED
8.0429,79.7147,0,30.93,0.221,35,OVERFISHED
11.9658,80.1789,1,27.28,0.664,59,OVERFISHED
7.8856,77.7825,1,28.95,0.735,10,SAFE
9.9609,77.9757,0,29.34,0.367,26,OVERFISHED
9.3638,78.0806,0,29.27,0.373,27,OVERFISHED
11.3594,74.8164,1,27.58,0.783,13,SAFE
8.6786,76.2331,1,27.89,0.603,25,SAFE
8.5816,77.8384,0,29.74,0.258,50,OVERFISHED
9.0012,75.0104,0,30.5,0.289,18,OVERFISHED
7.2683,80.3703,0,29.91,0.388,79,OVERFISHED
11.3321,76.6669,0,30.88,0.215,68,OVERFISHED
11.4529,80.744,0,30.47,0.306,48,OVERFISHED
14.0969,73.9069,1,27.04,0.714,40,SAFE
8.8736,76.5348,0,30.3,0.387,20,OVERFISHED
7.6291,76.9481,0,29.78,0.346,65,OVERFISHED
7.8572,76.7327,0,30.39,0.382,58,OVERFISHED
7.6622,77.4989,1,27.18,0.74,21,SAFE
13.11,80.4611,1,27.08,0.63,60,OVERFISHED
11.6478,80.1203,1,28.95,0.608,12,SAFE
9.6556,75.9531,1,28.38,0.775,71,OVERFISHED
9.3595,77.4288,0,30.34,0.352,72,OVERFISHED
12.2406,74.7939,1,28.48,0.71,42,OVERFISHED
11.0967,75.8865,0,29.45,0.384,37,OVERFISHED
11.4936,74.8992,0,30.86,0.324,76,OVERFISHED
10.9553,80.3186,1,26.07,0.601,22,SAFE
11.8267,80.1689,1,27.33,0.766,29,SAFE
9.0339,73.8783,0,30.61,0.259,51,OVERFISHED
8.9381,78.6414,1,28.88,0.719,39,SAFE
10.8676,74.0914,0,30.7,0.277,68,OVERFISHED
11.5525,74.7856,1,28.69,0.787,32,SAFE
8.5144,78.4581,1,26.76,0.749,45,OVERFISHED
10.3958,75.5828,1,27.35,0.781,32,SAFE
13.4144,74.1611,1,28.88,0.701,15,SAFE
11.0453,75.2379,0,29.71,0.339,26,OVERFISHED
10.354,75.1527,0,29.39,0.255,13,OVERFISHED
12.0214,80.1831,1,27.79,0.613,32,SAFE
7.9169,77.9028,1,28.8,0.785,13,SAFE
14.9067,77.2685,0,29.69,0.228,10,OVERFISHED
12.9758,80.4778,1,28.13,0.676,78,OVERFISHED
11.0062,79.1397,0,30.64,0.362,30,OVERFISHED
13.3006,80.4892,1,28.86,0.727,14,SAFE
12.0472,80.1933,1,26.25,0.794,29,SAFE
10.3169,74.4114,0,30.45,0.37,46,OVERFISHED
11.3475,77.2947,0,29.06,0.367,23,OVERFISHED
10.1869,73.9053,0,29.48,0.263,50,OVERFISHED
8.7758,76.2519,1,28.99,0.746,10,SAFE
8.0554,76.2972,0,29.59,0.282,32,OVERFISHED
12.0486,79.1017,0,29.13,0.285,61,OVERFISHED
10.6958,75.0334,0,30.18,0.388,47,OVERFISHED
7.0163,78.9714,0,29.31,0.37,70,OVERFISHED
13.0917,80.4617,1,28.4,0.653,78,OVERFISHED
8.8075,78.4744,1,27.99,0.726,52,OVERFISHED
7.4613,74.0159,0,30.82,0.318,18,OVERFISHED
14.8761,79.7098,0,30.85,0.207,67,OVERFISHED
9.1311,76.0044,1,28.73,0.655,53,OVERFISHED
12.8378,78.1853,0,30.63,0.24,69,OVERFISHED
7.1943,78.129,0,30.43,0.379,40,OVERFISHED
8.0906,76.8983,0,30.75,0.375,11,OVERFISHED
12.5714,77.7638,0,30.91,0.313,32,OVERFISHED
8.4928,78.4442,1,26.23,0.732,47,OVERFISHED
10.2883,80.0717,1,26.57,0.619,44,OVERFISHED
11.6564,74.7853,1,27.46,0.696,59,OVERFISHED
10.9544,75.3169,1,28.11,0.753,21,SAFE
12.3463,76.3777,0,30.01,0.235,65,OVERFISHED
10.9056,75.5794,1,26.65,0.722,69,OVERFISHED
12.7047,80.4667,1,28.22,0.607,66,OVERFISHED
8.5532,75.4367,0,30.37,0.381,38,OVERFISHED
8.5953,73.4645,0,29.76,0.231,16,OVERFISHED
13.4215,79.1099,0,30.82,0.207,17,OVERFISHED
13.9451,76.0638,0,30.03,0.245,14,OVERFISHED
11.224,76.5957,0,30.7,0.317,42,OVERFISHED
8.348,78.7734,0,29.58,0.225,26,OVERFISHED
13.2419,80.4917,1,27.23,0.613,38,SAFE
13.0558,80.4694,1,27.96,0.684,29,SAFE
13.8652,78.0713,0,29.11,0.335,70,OVERFISHED
11.4967,74.8119,1,28.63,0.685,73,OVERFISHED
10.8697,80.8619,0,30.07,0.295,63,OVERFISHED
12.5572,80.4864,1,26.56,0.626,80,OVERFISHED
14.3275,73.9721,0,30.1,0.35,58,OVERFISHED
12.2789,80.3339,1,27.62,0.736,25,SAFE
10.3178,80.0672,1,27.19,0.719,40,SAFE
10.4436,75.4683,1,28.65,0.706,64,OVERFISHED
14.1701,73.4412,0,29.33,0.23,73,OVERFISHED
10.2626,78.5951,0,30.5,0.222,70,OVERFISHED
11.6339,80.1239,1,27.9,0.714,79,OVERFISHED
8.1675,76.7,1,27.47,0.737,44,OVERFISHED
10.3478,80.0697,1,26.4,0.708,64,OVERFISHED
9.6408,75.9397,1,27.15,0.757,20,SAFE
10.9675,80.31,1,27.57,0.7,61,OVERFISHED
8.1836,76.715,1,27.73,0.614,60,OVERFISHED
9.6503,75.6783,1,26.94,0.777,75,OVERFISHED
10.8975,80.3339,1,28.8,0.763,62,OVERFISHED
12.5935,79.8105,0,29.77,0.263,27,OVERFISHED
7.7783,80.8892,0,30.17,0.38,48,OVERFISHED
11.6356,74.7811,1,26.63,0.718,80,OVERFISHED
7.8917,77.8581,1,28.79,0.708,77,OVERFISHED
10.683,74.6391,0,30.49,0.351,21,OVERFISHED
12.2656,80.3292,1,27.55,0.692,74,OVERFISHED
7.5569,77.4247,1,28.32,0.606,65,OVERFISHED
11.6208,79.7406,0,30.16,0.212,41,OVERFISHED
8.8324,77.2646,0,29.03,0.299,34,OVERFISHED
7.3423,77.195,0,30.01,0.202,30,OVERFISHED
8.9269,78.6025,1,26.32,0.613,14,SAFE
11.7753,74.8239,1,27.48,0.692,80,OVERFISHED
12.9417,80.4644,1,26.21,0.688,53,OVERFISHED
11.2142,79.0598,0,29.28,0.239,34,OVERFISHED
11.0875,75.3131,1,27.75,0.717,25,SAFE
8.6128,78.4414,1,27.24,0.627,11,SAFE
13.3027,79.8936,0,29.4,0.371,30,OVERFISHED
9.8372,79.9268,0,29.98,0.317,68,OVERFISHED
10.4064,80.0589,1,27.02,0.745,30,SAFE
11.6147,74.7783,1,28.75,0.642,37,SAFE
11.1058,75.2844,1,27.58,0.645,73,OVERFISHED
9.5834,76.7802,0,30.83,0.34,27,OVERFISHED
10.4944,80.0439,1,27.09,0.755,23,SAFE
10.4253,75.3767,1,27.58,0.644,80,OVERFISHED
13.2587,73.3367,0,30.91,0.304,71,OVERFISHED
12.9242,80.4592,1,27.95,0.675,25,SAFE
14.4677,80.0615,0,30.03,0.367,62,OVERFISHED
12.5895,75.2188,0,30.88,0.292,45,OVERFISHED
14.1,73.8442,1,26.31,0.766,32,SAFE
7.5477,73.6133,0,29.33,0.32,16,OVERFISHED
13.0306,80.48,1,28.29,0.701,73,OVERFISHED
14.5005,78.3838,0,29.84,0.331,51,OVERFISHED
12.2205,79.7084,0,30.75,0.392,61,OVERFISHED
11.313,80.9156,0,30.1,0.366,11,OVERFISHED
11.0822,80.2581,1,27.6,0.684,44,OVERFISHED
8.6372,78.4336,1,27.8,0.672,45,OVERFISHED
10.9781,80.2992,1,27.2,0.652,63,OVERFISHED
13.6704,80.0509,0,30.69,0.28,55,OVERFISHED
12.0822,80.2356,1,28.55,0.647,21,SAFE
10.4472,75.4192,1,28.67,0.78,24,SAFE
10.8607,73.6818,0,30.23,0.373,73,OVERFISHED
8.2456,76.7317,1,26.61,0.735,36,SAFE
14.4422,73.9453,1,26.45,0.726,34,SAFE
11.8175,80.1575,1,27.25,0.65,39,SAFE
12.4924,79.1362,0,30.2,0.374,33,OVERFISHED
9.9954,76.2076,0,30.37,0.265,31,OVERFISHED
9.8573,78.4078,0,30.34,0.243,32,OVERFISHED
7.0371,74.0092,0,29.79,0.288,42,OVERFISHED
11.1075,75.2494,1,28.19,0.743,33,SAFE
11.65,76.2465,0,30.84,0.267,78,OVERFISHED
12.9331,80.4614,1,26.52,0.712,63,OVERFISHED
13.7789,76.9105,0,29.44,0.217,39,OVERFISHED
14.9388,76.7507,0,29.32,0.391,10,OVERFISHED
11.1381,80.2792,1,26.08,0.788,58,OVERFISHED
11.0969,80.2614,1,26.46,0.74,12,SAFE
12.2282,80.8829,0,30.98,0.209,30,OVERFISHED
13.4131,80.5192,1,26.88,0.795,35,SAFE
8.1335,76.5894,0,29.99,0.3,71,OVERFISHED
9.416,76.9893,0,30.92,0.397,18,OVERFISHED
8.0541,74.374,0,29.57,0.218,43,OVERFISHED
8.0349,77.6353,0,29.06,0.298,76,OVERFISHED
8.2675,76.7283,1,26.3,0.741,61,OVERFISHED
11.6611,80.1144,1,27.28,0.749,13,SAFE
8.8508,76.2167,1,27.33,0.683,40,SAFE
10.9414,80.3244,1,26.17,0.652,51,OVERFISHED
13.46,74.27,1,28.73,0.625,13,SAFE
9.097,74.944,0,29.0,0.366,22,OVERFISHED
10.4403,75.6042,1,27.24,0.622,42,OVERFISHED
12.2726,76.3013,0,30.9,0.394,71,OVERFISHED
8.9372,78.7625,1,28.06,0.625,41,OVERFISHED
10.5244,80.0447,1,27.8,0.738,80,OVERFISHED
14.0724,79.9065,0,29.98,0.267,47,OVERFISHED
12.7856,80.4794,1,27.81,0.701,15,SAFE
13.6919,74.2225,1,27.46,0.69,34,SAFE
9.1388,77.8227,0,29.94,0.229,40,OVERFISHED
12.1622,74.8775,1,28.52,0.635,54,OVERFISHED
7.2333,76.7597,0,29.83,0.364,76,OVERFISHED
11.3937,78.4116,0,29.04,0.37,28,OVERFISHED
8.2025,76.7264,1,26.53,0.664,58,OVERFISHED
9.5992,75.8306,1,26.03,0.607,63,OVERFISHED
13.1464,80.4664,1,26.32,0.725,61,OVERFISHED
13.3911,76.008,0,29.56,0.287,45,OVERFISHED
10.26,80.0817,1,27.88,0.795,59,OVERFISHED
11.8112,75.8053,0,29.46,0.223,27,OVERFISHED
8.9644,78.8378,1,27.23,0.704,30,SAFE
8.1353,76.6425,1,27.97,0.652,23,SAFE
12.874,74.2252,0,30.25,0.217,28,OVERFISHED
10.6401,76.9758,0,30.48,0.275,36,OVERFISHED
10.8085,77.9748,0,29.46,0.307,60,OVERFISHED
14.5313,74.8671,0,29.37,0.237,74,OVERFISHED
11.6192,80.125,1,26.01,0.664,69,OVERFISHED
9.0321,78.604,0,29.93,0.287,72,OVERFISHED
10.5735,79.9683,0,29.5,0.353,35,OVERFISHED
13.1574,76.9342,0,30.41,0.39,32,OVERFISHED
13.3456,74.5032,0,30.87,0.307,37,OVERFISHED
13.2425,79.2772,0,30.5,0.258,27,OVERFISHED
12.0075,80.18,1,26.45,0.754,79,OVERFISHED
11.4107,76.8213,0,29.78,0.271,70,OVERFISHED
12.956,77.8137,0,30.18,0.387,52,OVERFISHED
12.2872,74.7975,1,26.74,0.602,33,SAFE
9.2849,79.8379,0,30.95,0.261,72,OVERFISHED
14.6103,73.5638,0,29.51,0.379,38,OVERFISHED
10.2381,76.212,0,29.39,0.308,68,OVERFISHED
11.4845,75.0144,0,30.45,0.279,56,OVERFISHED
12.113,79.0741,0,30.3,0.261,67,OVERFISHED
12.2914,80.3397,1,26.95,0.626,53,OVERFISHED
12.1515,74.4356,0,29.38,0.369,79,OVERFISHED
14.1464,73.7286,1,26.35,0.67,38,SAFE
11.2337,79.2458,0,30.1,0.306,27,OVERFISHED
8.8498,79.9053,0,29.62,0.248,30,OVERFISHED
