lat,lon,pfz,sst,chlorophyll,boats,label
12.3998,74.9309,0,30.93,0.36,19,LOW_AVAILABILITY
12.4347,80.5256,1,28.96,0.556,42,MODERATE
8.5397,78.4628,1,28.41,0.723,43,MODERATE
12.0589,80.2011,1,25.95,0.715,66,HIGH_RISK
15.0854,80.7256,0,29.41,0.35,51,LOW_AVAILABILITY
7.7678,74.5451,0,30.14,0.204,52,LOW_AVAILABILITY
8.9453,78.8019,1,27.28,0.702,53,MODERATE
10.0796,78.558,0,29.82,0.315,25,LOW_AVAILABILITY
14.2367,75.4979,0,29.24,0.378,57,LOW_AVAILABILITY
12.0794,74.9139,1,26.23,0.577,70,HIGH_RISK
7.2484,74.6005,0,30.43,0.481,69,LOW_AVAILABILITY
8.1564,76.6811,1,27.0,0.72,74,HIGH_RISK
13.4317,74.2178,1,27.01,0.529,59,MODERATE
8.6653,76.2225,1,27.15,0.589,79,HIGH_RISK
8.3739,77.9601,0,30.09,0.408,33,LOW_AVAILABILITY
11.9728,79.3558,0,29.49,0.162,30,LOW_AVAILABILITY
14.1434,76.2585,0,31.17,0.184,37,LOW_AVAILABILITY
13.6142,77.7179,0,28.73,0.174,56,LOW_AVAILABILITY
13.2183,75.8608,0,31.21,0.372,68,LOW_AVAILABILITY
9.1011,74.6267,0,28.92,0.249,55,LOW_AVAILABILITY
12.2417,78.0465,0,28.91,0.264,32,LOW_AVAILABILITY
12.6268,76.0788,0,29.47,0.344,75,LOW_AVAILABILITY
14.4126,78.1566,0,29.13,0.322,15,LOW_AVAILABILITY
13.5737,76.1618,0,30.87,0.221,33,LOW_AVAILABILITY
13.1497,80.8634,0,29.87,0.293,75,LOW_AVAILABILITY
9.1422,79.0882,0,30.55,0.259,39,LOW_AVAILABILITY
8.4767,78.4242,1,27.22,0.629,44,MODERATE
13.9862,75.046,0,30.65,0.214,54,LOW_AVAILABILITY
11.1278,78.49,0,30.16,0.332,28,LOW_AVAILABILITY
9.4446,80.4887,0,29.39,0.319,50,LOW_AVAILABILITY
6.9721,73.5493,0,29.53,0.356,16,LOW_AVAILABILITY
8.7231,73.276,0,31.1,0.36,63,LOW_AVAILABILITY
8.7944,80.3669,0,29.96,0.305,77,LOW_AVAILABILITY
9.3574,77.7964,0,29.32,0.268,56,LOW_AVAILABILITY
11.9797,80.1781,1,28.02,0.685,38,SAFE
9.4143,79.7758,0,29.96,0.085,23,LOW_AVAILABILITY
14.2721,78.0795,0,29.23,0.367,60,LOW_AVAILABILITY
14.2952,75.606,0,31.14,0.344,17,LOW_AVAILABILITY
10.8614,75.5556,1,26.33,0.751,59,MODERATE
10.9267,75.5931,1,30.56,0.751,81,HIGH_RISK
10.6832,79.5425,0,30.57,0.189,23,LOW_AVAILABILITY
12.2522,80.3253,1,26.18,0.663,30,SAFE
9.5646,79.2908,0,29.36,0.306,31,LOW_AVAILABILITY
12.8264,73.6507,0,29.96,0.229,60,LOW_AVAILABILITY
7.5421,74.7922,0,29.31,0.353,43,LOW_AVAILABILITY
11.5936,74.7775,1,27.91,0.613,33,SAFE
13.6007,78.2341,0,30.84,0.343,9,LOW_AVAILABILITY
12.8878,80.4561,1,26.21,0.676,78,HIGH_RISK
8.3083,76.7122,1,26.57,0.785,11,SAFE
15.0834,80.4594,0,30.31,0.31,15,LOW_AVAILABILITY
10.3819,73.8271,0,30.5,0.245,31,LOW_AVAILABILITY
14.5624,76.5274,0,29.76,0.265,73,LOW_AVAILABILITY
8.59,78.4533,1,28.09,0.542,7,SAFE
8.7394,78.44,1,26.37,0.675,65,HIGH_RISK
10.9094,78.165,0,29.16,0.261,16,LOW_AVAILABILITY
12.2558,73.3339,0,29.52,0.324,67,LOW_AVAILABILITY
11.7959,80.5859,0,30.61,0.281,52,LOW_AVAILABILITY
12.9851,78.5109,0,28.79,0.286,41,LOW_AVAILABILITY
12.5529,80.3375,0,30.64,0.231,39,LOW_AVAILABILITY
10.435,80.0497,1,27.44,0.597,23,SAFE
11.4569,74.8217,1,26.61,0.692,48,MODERATE
12.1031,74.9117,1,26.59,0.66,38,SAFE
12.3117,80.54,1,28.52,0.776,63,HIGH_RISK
8.7312,79.7289,0,30.89,0.316,18,LOW_AVAILABILITY
11.7065,80.0573,0,30.5,0.406,57,LOW_AVAILABILITY
12.6767,80.4503,1,26.65,0.779,54,MODERATE
8.7419,76.2533,1,29.49,0.707,18,SAFE
14.8109,78.9951,0,29.03,0.153,20,LOW_AVAILABILITY
11.0522,80.2556,1,27.48,0.777,50,MODERATE
10.7708,75.6117,0,31.16,0.281,34,LOW_AVAILABILITY
13.1718,74.7386,0,28.83,0.382,57,LOW_AVAILABILITY
10.6669,75.5364,1,28.45,0.753,78,HIGH_RISK
12.3089,74.8069,1,27.06,0.738,70,HIGH_RISK
9.579,80.3582,0,29.85,0.333,25,LOW_AVAILABILITY
7.8489,77.6961,1,28.12,0.666,9,SAFE
9.2447,76.0,1,27.17,0.827,79,HIGH_RISK
9.0622,73.7997,0,29.86,0.399,51,LOW_AVAILABILITY
13.4719,80.5231,1,26.69,0.613,54,MODERATE
9.1307,74.3603,0,30.57,0.292,62,LOW_AVAILABILITY
12.3929,76.2893,0,29.14,0.358,68,LOW_AVAILABILITY
11.7544,74.8222,1,27.06,0.725,72,HIGH_RISK
11.5728,74.7794,1,26.34,0.629,27,SAFE
12.915,80.4575,1,27.52,0.726,58,MODERATE
14.0756,73.9658,1,26.6,0.704,9,SAFE
12.1208,80.2933,1,27.42,0.647,68,HIGH_RISK
11.7319,80.1056,1,28.4,0.619,34,SAFE
12.6797,76.0857,0,30.24,0.336,18,LOW_AVAILABILITY
12.0103,74.9039,1,27.16,0.693,84,HIGH_RISK
7.9269,77.8407,0,29.99,0.335,70,LOW_AVAILABILITY
13.3309,79.7995,0,30.41,0.254,34,LOW_AVAILABILITY
10.6908,75.5289,1,29.01,0.813,35,SAFE
8.333,76.0073,0,30.54,0.397,64,LOW_AVAILABILITY
9.9694,77.1152,0,30.0,0.444,48,LOW_AVAILABILITY
13.1283,80.4628,1,29.06,0.746,23,SAFE
8.3836,74.8956,0,30.6,0.448,58,LOW_AVAILABILITY
13.6176,77.6103,0,31.2,0.278,10,LOW_AVAILABILITY
11.9936,80.1783,1,26.66,0.701,23,SAFE
11.4164,80.8041,0,30.6,0.293,35,LOW_AVAILABILITY
13.6742,74.1667,1,27.45,0.538,94,HIGH_RISK
9.6156,75.7725,1,27.62,0.659,33,SAFE
12.9115,79.6147,0,29.3,0.197,48,LOW_AVAILABILITY
7.6819,77.5383,1,26.86,0.777,38,SAFE
14.9058,80.1915,0,29.31,0.284,42,LOW_AVAILABILITY
9.6039,75.8108,1,28.08,0.616,28,SAFE
7.4362,78.7568,0,30.05,0.287,43,LOW_AVAILABILITY
8.6628,78.4306,1,28.59,0.596,62,HIGH_RISK
11.5583,77.5096,0,28.71,0.248,61,LOW_AVAILABILITY
9.6542,75.6583,1,27.26,0.742,36,SAFE
9.1714,76.0206,1,27.42,0.587,71,HIGH_RISK
7.9733,76.6661,1,26.95,0.798,29,SAFE
9.6722,75.9647,1,30.21,0.64,57,MODERATE
9.6075,75.8894,1,29.91,0.637,34,SAFE
11.0672,80.2561,1,27.55,0.636,13,SAFE
9.4066,74.8543,0,29.75,0.233,42,LOW_AVAILABILITY
7.6506,77.4803,1,29.15,0.699,66,HIGH_RISK
8.0828,78.0856,1,28.1,0.623,17,SAFE
8.0967,76.6264,1,27.06,0.809,51,MODERATE
9.445,77.3941,0,28.87,0.329,41,LOW_AVAILABILITY
7.4694,77.4192,1,27.46,0.674,66,HIGH_RISK
11.0057,77.6802,0,29.14,0.25,20,LOW_AVAILABILITY
12.4464,80.4953,1,29.16,0.736,22,SAFE
12.4933,80.4728,1,28.09,0.719,35,SAFE
14.0289,74.1794,0,30.11,0.28,32,LOW_AVAILABILITY
11.0661,73.431,0,30.58,0.286,59,LOW_AVAILABILITY
7.9336,76.6847,1,27.72,0.783,74,HIGH_RISK
11.7144,74.8094,1,27.86,0.749,72,HIGH_RISK
13.3981,78.5736,0,30.88,0.334,14,LOW_AVAILABILITY
12.9391,74.4461,0,30.03,0.294,57,LOW_AVAILABILITY
14.5608,73.8736,1,28.06,0.7,39,SAFE
10.7364,78.2229,0,29.98,0.27,71,LOW_AVAILABILITY
10.7656,75.5275,1,28.82,0.575,28,SAFE
14.6164,74.0383,0,30.22,0.327,14,LOW_AVAILABILITY
12.8412,78.6434,0,31.04,0.247,54,LOW_AVAILABILITY
10.0786,79.2393,0,30.65,0.276,20,LOW_AVAILABILITY
9.2539,75.9583,1,28.75,0.799,24,SAFE
12.6486,80.4333,1,27.66,0.722,30,SAFE
12.8019,80.4775,1,28.59,0.696,66,HIGH_RISK
11.9103,77.7239,0,30.39,0.281,11,LOW_AVAILABILITY
13.1372,80.4644,1,26.41,0.585,7,SAFE
8.7589,76.2536,1,26.47,0.759,41,MODERATE
15.0704,78.2442,0,30.88,0.3,46,LOW_AVAILABILITY
8.4738,78.6326,0,31.02,0.218,45,LOW_AVAILABILITY
9.7429,80.244,0,31.25,0.345,19,LOW_AVAILABILITY
10.7903,75.5314,1,27.64,0.598,62,HIGH_RISK
7.2362,78.0455,0,30.32,0.343,59,LOW_AVAILABILITY
8.1467,76.6614,1,26.19,0.682,20,SAFE
15.0576,74.5229,0,29.96,0.457,16,LOW_AVAILABILITY
9.1333,76.4706,0,30.05,0.422,59,LOW_AVAILABILITY
10.155,77.5945,0,31.1,0.408,26,LOW_AVAILABILITY
7.885,77.7319,1,28.46,0.581,74,HIGH_RISK
9.1511,76.0131,1,28.15,0.763,66,HIGH_RISK
9.1309,73.8924,0,29.55,0.399,17,LOW_AVAILABILITY
9.4025,75.473,0,30.03,0.404,56,LOW_AVAILABILITY
13.5006,74.3119,1,28.39,0.643,13,SAFE
7.6607,75.4776,0,29.66,0.371,25,LOW_AVAILABILITY
8.1712,73.7288,0,30.09,0.335,33,LOW_AVAILABILITY
12.4625,78.1515,0,30.37,0.174,50,LOW_AVAILABILITY
11.4613,77.4632,0,29.01,0.318,76,LOW_AVAILABILITY
15.026,78.8201,0,30.8,0.32,31,LOW_AVAILABILITY
12.7705,78.8012,0,30.0,0.342,14,LOW_AVAILABILITY
10.6997,80.1409,0,29.05,0.349,33,LOW_AVAILABILITY
12.7983,76.9165,0,30.94,0.313,35,LOW_AVAILABILITY
9.1234,77.9285,0,31.34,0.375,44,LOW_AVAILABILITY
8.9406,78.6817,1,28.89,0.728,72,HIGH_RISK
10.2339,80.0961,1,25.65,0.727,80,HIGH_RISK
12.7528,80.4789,1,27.58,0.665,61,HIGH_RISK
11.0561,75.3283,1,29.19,0.629,61,HIGH_RISK
13.6612,76.9222,0,29.44,0.431,24,LOW_AVAILABILITY
8.2367,78.1658,1,27.32,0.738,42,MODERATE
8.1183,76.6289,1,27.56,0.66,51,MODERATE
10.8675,80.3353,1,26.48,0.745,57,MODERATE
8.6931,76.2417,1,28.3,0.655,38,SAFE
9.9457,79.186,0,30.75,0.339,25,LOW_AVAILABILITY
7.983,79.747,0,29.59,0.268,15,LOW_AVAILABILITY
7.7072,78.1701,0,30.34,0.327,58,LOW_AVAILABILITY
15.0954,76.1619,0,29.8,0.316,25,LOW_AVAILABILITY
10.9844,80.5259,0,30.82,0.261,15,LOW_AVAILABILITY
11.6931,79.5611,0,29.44,0.278,25,LOW_AVAILABILITY
14.2512,78.179,0,30.43,0.265,67,LOW_AVAILABILITY
7.218,79.0328,0,31.19,0.374,14,LOW_AVAILABILITY
12.8196,80.5991,0,29.99,0.382,70,LOW_AVAILABILITY
12.1758,74.8583,1,28.07,0.774,70,HIGH_RISK
9.9439,76.3224,0,30.43,0.439,48,LOW_AVAILABILITY
10.9869,75.3294,1,27.34,0.742,50,MODERATE
8.5653,78.4603,1,27.97,0.67,31,SAFE
11.8928,80.4699,0,30.35,0.213,15,LOW_AVAILABILITY
7.9564,77.9353,1,25.89,0.615,35,SAFE
8.8664,76.1869,1,26.18,0.612,38,SAFE
8.0311,76.6353,1,29.22,0.582,87,HIGH_RISK
7.0241,73.9695,0,30.15,0.355,64,LOW_AVAILABILITY
13.2512,77.0062,0,30.59,0.344,50,LOW_AVAILABILITY
13.6601,79.8825,0,29.01,0.354,28,LOW_AVAILABILITY
9.4346,74.3626,0,30.62,0.335,53,LOW_AVAILABILITY
11.8075,80.1469,1,26.17,0.788,56,MODERATE
11.785,80.1283,1,27.74,0.703,76,HIGH_RISK
9.4751,78.3946,0,30.04,0.264,57,LOW_AVAILABILITY
12.4396,79.8566,0,30.4,0.314,57,LOW_AVAILABILITY
7.3281,74.2103,0,29.22,0.283,60,LOW_AVAILABILITY
8.9906,78.8683,1,27.32,0.636,49,MODERATE
8.0528,76.6306,1,27.23,0.722,71,HIGH_RISK
12.1017,80.2728,1,26.11,0.59,27,SAFE
9.12,80.529,0,29.5,0.274,29,LOW_AVAILABILITY
7.5978,77.4408,1,26.71,0.596,43,MODERATE
11.6047,80.125,1,28.91,0.668,33,SAFE
14.4504,76.9114,0,30.29,0.176,26,LOW_AVAILABILITY
11.7964,74.8236,1,26.62,0.662,61,HIGH_RISK
11.6581,77.3327,0,29.1,0.31,14,LOW_AVAILABILITY
10.4228,75.8304,0,29.6,0.357,54,LOW_AVAILABILITY
12.3631,77.2555,0,31.61,0.285,63,LOW_AVAILABILITY
11.4186,74.8356,1,26.19,0.717,20,SAFE
12.9503,80.4681,1,25.65,0.612,51,MODERATE
9.9702,75.9424,0,29.16,0.22,37,LOW_AVAILABILITY
12.2244,80.3217,1,26.21,0.59,72,HIGH_RISK
14.327,78.9432,0,29.31,0.277,13,LOW_AVAILABILITY
10.8388,80.414,0,29.8,0.349,58,LOW_AVAILABILITY
12.7692,80.4797,1,27.05,0.634,60,MODERATE
8.9382,78.5607,0,29.03,0.316,10,LOW_AVAILABILITY
10.2573,81.0145,0,31.0,0.281,43,LOW_AVAILABILITY
10.9239,75.3,1,27.95,0.725,46,MODERATE
12.2194,74.8033,1,27.04,0.71,21,SAFE
10.8958,75.2789,1,27.6,0.584,26,SAFE
9.08,75.9653,1,27.46,0.759,26,SAFE
10.4417,75.3953,1,27.26,0.674,19,SAFE
10.9269,80.3286,1,27.06,0.705,75,HIGH_RISK
10.8839,75.5669,1,26.5,0.623,14,SAFE
10.4169,75.5961,1,27.27,0.76,74,HIGH_RISK
13.5814,77.0507,0,30.58,0.314,36,LOW_AVAILABILITY
9.5032,77.5706,0,30.71,0.367,36,LOW_AVAILABILITY
7.9917,75.3059,0,31.14,0.162,35,LOW_AVAILABILITY
8.0429,79.7147,0,28.43,0.28,16,LOW_AVAILABILITY
11.9658,80.1789,1,27.98,0.616,26,SAFE
7.8856,77.7825,1,26.77,0.775,13,SAFE
9.9609,77.9757,0,28.9,0.393,66,LOW_AVAILABILITY
9.3638,78.0806,0,29.32,0.369,52,LOW_AVAILABILITY
11.3594,74.8164,1,28.02,0.661,55,MODERATE
8.6786,76.2331,1,26.95,0.666,58,MODERATE
8.5816,77.8384,0,29.99,0.249,8,LOW_AVAILABILITY
9.0012,75.0104,0,28.75,0.318,51,LOW_AVAILABILITY
7.2683,80.3703,0,29.87,0.362,26,LOW_AVAILABILITY
11.3321,76.6669,0,30.51,0.231,14,LOW_AVAILABILITY
11.4529,80.744,0,28.9,0.315,76,LOW_AVAILABILITY
14.0969,73.9069,1,26.97,0.624,58,MODERATE
8.8736,76.5348,0,30.95,0.262,26,LOW_AVAILABILITY
7.6291,76.9481,0,29.4,0.224,64,LOW_AVAILABILITY
7.8572,76.7327,0,30.15,0.332,40,LOW_AVAILABILITY
7.6622,77.4989,1,28.95,0.549,31,SAFE
13.11,80.4611,1,27.59,0.688,73,HIGH_RISK
11.6478,80.1203,1,26.66,0.593,77,HIGH_RISK
9.6556,75.9531,1,26.69,0.75,70,HIGH_RISK
9.3595,77.4288,0,28.77,0.164,19,LOW_AVAILABILITY
12.2406,74.7939,1,27.41,0.852,33,SAFE
11.0967,75.8865,0,31.4,0.248,72,LOW_AVAILABILITY
11.4936,74.8992,0,31.5,0.329,13,LOW_AVAILABILITY
10.9553,80.3186,1,27.07,0.665,30,SAFE
11.8267,80.1689,1,27.42,0.737,57,MODERATE
9.0339,73.8783,0,29.02,0.33,36,LOW_AVAILABILITY
8.9381,78.6414,1,27.42,0.629,61,HIGH_RISK
10.8676,74.0914,0,30.7,0.305,31,LOW_AVAILABILITY
11.5525,74.7856,1,27.69,0.617,43,MODERATE
8.5144,78.4581,1,27.36,0.708,18,SAFE
10.3958,75.5828,1,28.96,0.679,34,SAFE
13.4144,74.1611,1,28.52,0.761,42,MODERATE
11.0453,75.2379,0,30.74,0.261,9,LOW_AVAILABILITY
10.354,75.1527,0,29.78,0.365,61,LOW_AVAILABILITY
12.0214,80.1831,1,27.97,0.614,13,SAFE
7.9169,77.9028,1,26.66,0.878,68,HIGH_RISK
14.9067,77.2685,0,28.71,0.237,38,LOW_AVAILABILITY
12.9758,80.4778,1,27.97,0.76,25,SAFE
11.0062,79.1397,0,29.2,0.184,25,LOW_AVAILABILITY
13.3006,80.4892,1,29.32,0.542,37,SAFE
12.0472,80.1933,1,25.89,0.697,60,MODERATE
10.3169,74.4114,0,30.76,0.3,32,LOW_AVAILABILITY
11.3475,77.2947,0,29.26,0.369,17,LOW_AVAILABILITY
10.1869,73.9053,0,30.12,0.244,17,LOW_AVAILABILITY
8.7758,76.2519,1,27.24,0.56,37,SAFE
8.0554,76.2972,0,29.63,0.371,42,LOW_AVAILABILITY
12.0486,79.1017,0,31.09,0.25,71,LOW_AVAILABILITY
10.6958,75.0334,0,30.49,0.209,65,LOW_AVAILABILITY
7.0163,78.9714,0,29.9,0.18,69,LOW_AVAILABILITY
13.0917,80.4617,1,26.63,0.631,26,SAFE
8.8075,78.4744,1,28.21,0.696,71,HIGH_RISK
7.4613,74.0159,0,31.33,0.273,35,LOW_AVAILABILITY
14.8761,79.7098,0,29.58,0.223,13,LOW_AVAILABILITY
9.1311,76.0044,1,27.16,0.628,19,SAFE
12.8378,78.1853,0,30.67,0.285,19,LOW_AVAILABILITY
7.1943,78.129,0,28.78,0.25,34,LOW_AVAILABILITY
8.0906,76.8983,0,31.47,0.197,31,LOW_AVAILABILITY
12.5714,77.7638,0,29.2,0.308,30,LOW_AVAILABILITY
8.4928,78.4442,1,27.56,0.725,59,MODERATE
10.2883,80.0717,1,25.96,0.758,42,MODERATE
11.6564,74.7853,1,26.6,0.683,22,SAFE
10.9544,75.3169,1,27.13,0.61,63,HIGH_RISK
12.3463,76.3777,0,30.93,0.139,21,LOW_AVAILABILITY
10.9056,75.5794,1,27.23,0.773,34,SAFE
12.7047,80.4667,1,27.52,0.631,69,HIGH_RISK
8.5532,75.4367,0,29.98,0.241,40,LOW_AVAILABILITY
8.5953,73.4645,0,28.91,0.114,70,LOW_AVAILABILITY
13.4215,79.1099,0,29.41,0.403,25,LOW_AVAILABILITY
13.9451,76.0638,0,30.0,0.282,45,LOW_AVAILABILITY
11.224,76.5957,0,32.04,0.403,13,LOW_AVAILABILITY
8.348,78.7734,0,30.73,0.28,48,LOW_AVAILABILITY
13.2419,80.4917,1,28.18,0.631,63,HIGH_RISK
13.0558,80.4694,1,27.5,0.697,69,HIGH_RISK
13.8652,78.0713,0,29.58,0.232,10,LOW_AVAILABILITY
11.4967,74.8119,1,28.08,0.559,63,HIGH_RISK
10.8697,80.8619,0,29.28,0.22,20,LOW_AVAILABILITY
12.5572,80.4864,1,26.97,0.732,76,HIGH_RISK
14.3275,73.9721,0,28.81,0.154,52,LOW_AVAILABILITY
12.2789,80.3339,1,27.92,0.632,12,SAFE
10.3178,80.0672,1,27.73,0.673,30,SAFE
10.4436,75.4683,1,27.1,0.632,59,MODERATE
14.1701,73.4412,0,29.21,0.182,42,LOW_AVAILABILITY
10.2626,78.5951,0,31.38,0.27,62,LOW_AVAILABILITY
11.6339,80.1239,1,27.99,0.7,56,MODERATE
8.1675,76.7,1,26.49,0.805,48,MODERATE
10.3478,80.0697,1,28.62,0.612,19,SAFE
9.6408,75.9397,1,27.32,0.681,18,SAFE
10.9675,80.31,1,27.9,0.661,27,SAFE
8.1836,76.715,1,27.04,0.737,34,SAFE
9.6503,75.6783,1,27.38,0.663,25,SAFE
10.8975,80.3339,1,27.36,0.587,64,HIGH_RISK
12.5935,79.8105,0,29.87,0.254,47,LOW_AVAILABILITY
7.7783,80.8892,0,30.2,0.254,23,LOW_AVAILABILITY
11.6356,74.7811,1,25.73,0.674,17,SAFE
7.8917,77.8581,1,27.62,0.824,54,MODERATE
10.683,74.6391,0,31.57,0.185,38,LOW_AVAILABILITY
12.2656,80.3292,1,26.86,0.646,56,MODERATE
7.5569,77.4247,1,29.32,0.759,57,MODERATE
11.6208,79.7406,0,29.72,0.336,55,LOW_AVAILABILITY
8.8324,77.2646,0,29.49,0.235,17,LOW_AVAILABILITY
7.3423,77.195,0,29.03,0.333,45,LOW_AVAILABILITY
8.9269,78.6025,1,28.98,0.754,51,MODERATE
11.7753,74.8239,1,26.77,0.72,75,HIGH_RISK
12.9417,80.4644,1,28.93,0.759,17,SAFE
11.2142,79.0598,0,29.93,0.337,32,LOW_AVAILABILITY
11.0875,75.3131,1,27.81,0.735,28,SAFE
8.6128,78.4414,1,26.51,0.662,63,HIGH_RISK
13.3027,79.8936,0,30.32,0.231,29,LOW_AVAILABILITY
9.8372,79.9268,0,30.9,0.479,23,LOW_AVAILABILITY
10.4064,80.0589,1,26.27,0.615,33,SAFE
11.6147,74.7783,1,27.94,0.57,57,MODERATE
11.1058,75.2844,1,28.67,0.66,56,MODERATE
9.5834,76.7802,0,29.74,0.35,19,LOW_AVAILABILITY
10.4944,80.0439,1,26.11,0.649,17,SAFE
10.4253,75.3767,1,28.67,0.604,52,MODERATE
13.2587,73.3367,0,30.76,0.317,52,LOW_AVAILABILITY
12.9242,80.4592,1,27.85,0.786,62,HIGH_RISK
14.4677,80.0615,0,29.32,0.187,73,LOW_AVAILABILITY
12.5895,75.2188,0,29.15,0.297,9,LOW_AVAILABILITY
14.1,73.8442,1,25.32,0.745,10,SAFE
7.5477,73.6133,0,30.83,0.16,14,LOW_AVAILABILITY
13.0306,80.48,1,28.52,0.644,32,SAFE
14.5005,78.3838,0,29.5,0.322,51,LOW_AVAILABILITY
12.2205,79.7084,0,29.23,0.354,8,LOW_AVAILABILITY
11.313,80.9156,0,29.03,0.221,47,LOW_AVAILABILITY
11.0822,80.2581,1,26.03,0.731,65,HIGH_RISK
8.6372,78.4336,1,28.28,0.688,30,SAFE
10.9781,80.2992,1,28.73,0.841,72,HIGH_RISK
13.6704,80.0509,0,30.81,0.241,77,LOW_AVAILABILITY
12.0822,80.2356,1,28.73,0.633,54,MODERATE
10.4472,75.4192,1,27.56,0.601,34,SAFE
10.8607,73.6818,0,29.34,0.398,17,LOW_AVAILABILITY
8.2456,76.7317,1,27.5,0.647,30,SAFE
14.4422,73.9453,1,28.96,0.578,28,SAFE
11.8175,80.1575,1,29.59,0.635,39,SAFE
12.4924,79.1362,0,29.13,0.182,33,LOW_AVAILABILITY
9.9954,76.2076,0,29.41,0.317,25,LOW_AVAILABILITY
9.8573,78.4078,0,29.66,0.432,62,LOW_AVAILABILITY
7.0371,74.0092,0,29.37,0.381,83,LOW_AVAILABILITY
11.1075,75.2494,1,25.57,0.829,65,HIGH_RISK
11.65,76.2465,0,29.33,0.354,25,LOW_AVAILABILITY
12.9331,80.4614,1,27.8,0.78,18,SAFE
13.7789,76.9105,0,30.88,0.341,35,LOW_AVAILABILITY
14.9388,76.7507,0,30.16,0.252,58,LOW_AVAILABILITY
11.1381,80.2792,1,26.13,0.736,33,SAFE
11.0969,80.2614,1,29.05,0.598,46,MODERATE
12.2282,80.8829,0,30.14,0.177,19,LOW_AVAILABILITY
13.4131,80.5192,1,25.76,0.802,59,MODERATE
8.1335,76.5894,0,30.18,0.296,83,LOW_AVAILABILITY
9.416,76.9893,0,29.92,0.392,31,LOW_AVAILABILITY
8.0541,74.374,0,29.4,0.397,48,LOW_AVAILABILITY
8.0349,77.6353,0,31.23,0.224,24,LOW_AVAILABILITY
8.2675,76.7283,1,26.72,0.693,33,SAFE
11.6611,80.1144,1,25.68,0.722,68,HIGH_RISK
8.8508,76.2167,1,27.76,0.791,66,HIGH_RISK
10.9414,80.3244,1,27.8,0.593,41,MODERATE
13.46,74.27,1,25.55,0.676,16,SAFE
9.097,74.944,0,29.1,0.38,53,LOW_AVAILABILITY
10.4403,75.6042,1,26.94,0.706,18,SAFE
12.2726,76.3013,0,30.7,0.193,31,LOW_AVAILABILITY
8.9372,78.7625,1,27.61,0.703,28,SAFE
10.5244,80.0447,1,27.52,0.635,36,SAFE
14.0724,79.9065,0,29.48,0.168,11,LOW_AVAILABILITY
